"variable","regionnumber","year","value"
"JOBSI0R","3","2000",1643228.5843503
"JOBSI0R","4","2000",327748.43735054
"JOBSI0R","5","2000",14614.7209958602
"JOBSI0R","6","2000",23067.9646849795
"JOBSI0R","7","2000",66273.7816532757
"JOBSI0R","8","2000",21467.9672088135
"JOBSI0R","9","2000",46069.8395059577
"JOBSI0R","10","2000",48007.1821891287
"JOBSI0R","11","2000",119478.495281169
"JOBSI0R","12","2000",88264.357667592
"JOBSI0R","13","2000",30154.4726631437
"JOBSI0R","14","2000",10074.984598813
"JOBSI0R","1","2001",36585.7105674545
"JOBSI0R","2","2001",245081.87174476
"JOBSI0R","3","2001",1628331.04098056
"JOBSI0R","4","2001",325051.046807257
"JOBSI0R","5","2001",14726.9953899579
"JOBSI0R","6","2001",23108.896958464
"JOBSI0R","7","2001",65982.0829901672
"JOBSI0R","8","2001",21635.3579923333
"JOBSI0R","9","2001",46176.6581075918
"JOBSI0R","10","2001",48053.3692440684
"JOBSI0R","11","2001",119432.279424507
"JOBSI0R","12","2001",87717.793031018
"JOBSI0R","13","2001",30132.0506888106
"JOBSI0R","14","2001",10153.705255988
"JOBSI0R","1","2002",36333
"JOBSI0R","2","2002",246701.643051771
"JOBSI0R","3","2002",1599282.48608775
"JOBSI0R","4","2002",322318.68
"JOBSI0R","5","2002",15068.8148148148
"JOBSI0R","6","2002",22654
"JOBSI0R","7","2002",65747.4931506849
"JOBSI0R","8","2002",21841
"JOBSI0R","9","2002",46929.2923076923
"JOBSI0R","10","2002",48197.3333333333
"JOBSI0R","11","2002",119354.538275194
"JOBSI0R","12","2002",85969.6321510297
"JOBSI0R","13","2002",29965
"JOBSI0R","14","2002",10470
"JOBSI0R","1","2003",36832.181359953
"JOBSI0R","2","2003",248904.973207865
"JOBSI0R","3","2003",1583108.78169401
"JOBSI0R","4","2003",322918.573373597
"JOBSI0R","5","2003",15274.9501140882
"JOBSI0R","6","2003",22544.0729394505
"JOBSI0R","7","2003",65884.9881099329
"JOBSI0R","8","2003",22542.9665413254
"JOBSI0R","9","2003",47690.9342498571
"JOBSI0R","10","2003",49082.1396745302
"JOBSI0R","11","2003",121249.701257846
"JOBSI0R","12","2003",85048.3145643264
"JOBSI0R","13","2003",29968.8406927208
"JOBSI0R","14","2003",10339.0167240907
"JOBSI0R","1","2004",36099.8806866038
"JOBSI0R","2","2004",255012.714389547
"JOBSI0R","3","2004",1603360.45818817
"JOBSI0R","4","2004",328213.521658114
"JOBSI0R","5","2004",15122.8606176273
"JOBSI0R","6","2004",22211.099131109
"JOBSI0R","7","2004",65585.5321692794
"JOBSI0R","8","2004",22355.8215207944
"JOBSI0R","9","2004",49077.438850576
"JOBSI0R","10","2004",50635.4593918907
"JOBSI0R","11","2004",124766.33458435
"JOBSI0R","12","2004",86549.432029083
"JOBSI0R","13","2004",30351.0955907713
"JOBSI0R","14","2004",10373.2626710339
"JOBSI0R","1","2005",36561.6771128635
"JOBSI0R","2","2005",261803.667879994
"JOBSI0R","3","2005",1638105.81513006
"JOBSI0R","4","2005",338249.960739871
"JOBSI0R","5","2005",15520.8570572794
"JOBSI0R","6","2005",21989.986502371
"JOBSI0R","7","2005",66400.3622147851
"JOBSI0R","8","2005",22399.387633337
"JOBSI0R","9","2005",50812.82762165
"JOBSI0R","10","2005",52648.1759490618
"JOBSI0R","11","2005",130400.528878238
"JOBSI0R","12","2005",89612.4086680734
"JOBSI0R","13","2005",30768.7281141745
"JOBSI0R","14","2005",10506.595787517
"JOBSI0R","1","2006",36463.1745178108
"JOBSI0R","2","2006",269460.703519102
"JOBSI0R","3","2006",1667491.72075189
"JOBSI0R","4","2006",342971.291608091
"JOBSI0R","5","2006",15551.3652488634
"JOBSI0R","6","2006",21389.6477317174
"JOBSI0R","7","2006",67843.0893452343
"JOBSI0R","8","2006",22458.4989179067
"JOBSI0R","9","2006",52749.2041657376
"JOBSI0R","10","2006",54667.237475065
"JOBSI0R","11","2006",137066.846973347
"JOBSI0R","12","2006",93197.6114229262
"JOBSI0R","13","2006",31267.7058429672
"JOBSI0R","14","2006",10859.8830724266
"JOBSI0R","1","2007",36538.0407044763
"JOBSI0R","2","2007",275914.098707765
"JOBSI0R","3","2007",1706197.17243727
"JOBSI0R","4","2007",345436.060744371
"JOBSI0R","5","2007",15375.4369214062
"JOBSI0R","6","2007",21257.5818074114
"JOBSI0R","7","2007",69832.3625740229
"JOBSI0R","8","2007",22444.3230900062
"JOBSI0R","9","2007",54121.4237304811
"JOBSI0R","10","2007",56473.4807943596
"JOBSI0R","11","2007",145665.303699801
"JOBSI0R","12","2007",96112.5109741267
"JOBSI0R","13","2007",31724.8790310485
"JOBSI0R","14","2007",11048.0622923607
"JOBSI0R","1","2008",36735
"JOBSI0R","2","2008",278867
"JOBSI0R","3","2008",1726669
"JOBSI0R","4","2008",347638
"JOBSI0R","5","2008",15444
"JOBSI0R","6","2008",21335
"JOBSI0R","7","2008",70339
"JOBSI0R","8","2008",22613
"JOBSI0R","9","2008",54000
"JOBSI0R","10","2008",56223
"JOBSI0R","11","2008",150123
"JOBSI0R","12","2008",97019
"JOBSI0R","13","2008",32004
"JOBSI0R","14","2008",11261
"JOBSI0R","1","2009",36190
"JOBSI0R","2","2009",269134
"JOBSI0R","3","2009",1658304
"JOBSI0R","4","2009",338285
"JOBSI0R","5","2009",14948
"JOBSI0R","6","2009",20925
"JOBSI0R","7","2009",68485
"JOBSI0R","8","2009",22150
"JOBSI0R","9","2009",51325
"JOBSI0R","10","2009",52922
"JOBSI0R","11","2009",139192
"JOBSI0R","12","2009",89632
"JOBSI0R","13","2009",30661
"JOBSI0R","14","2009",10362
"JOBSI0R","1","2010",35856.537313959
"JOBSI0R","2","2010",267806
"JOBSI0R","3","2010",1648448.25827984
"JOBSI0R","4","2010",338944.289473684
"JOBSI0R","5","2010",14849.3369584283
"JOBSI0R","6","2010",20880.1546798719
"JOBSI0R","7","2010",68451.5793329965
"JOBSI0R","8","2010",22270.4214086948
"JOBSI0R","9","2010",49915.8330973654
"JOBSI0R","10","2010",50969.9252073522
"JOBSI0R","11","2010",131455.827067669
"JOBSI0R","12","2010",86350.8624050989
"JOBSI0R","13","2010",30175.932732924
"JOBSI0R","14","2010",9853.1497379944
"JOBSI0R","1","2011",37114.5355307487
"JOBSI0R","2","2011",276687.9964004
"JOBSI0R","3","2011",1689199.8352714
"JOBSI0R","4","2011",346009.468890119
"JOBSI0R","5","2011",15016.4415082348
"JOBSI0R","6","2011",20999.2447920259
"JOBSI0R","7","2011",69540.1234193115
"JOBSI0R","8","2011",22507.2655001917
"JOBSI0R","9","2011",50033.7081522747
"JOBSI0R","10","2011",50712.2556096769
"JOBSI0R","11","2011",132982.648913418
"JOBSI0R","12","2011",87533.2321539346
"JOBSI0R","13","2011",30542.2786218053
"JOBSI0R","14","2011",9610.6847177082
"JOBSI0R","1","2012",38255.87
"JOBSI0R","2","2012",286414.8
"JOBSI0R","3","2012",1730548
"JOBSI0R","4","2012",352087.7
"JOBSI0R","5","2012",15095.98
"JOBSI0R","6","2012",21216.77
"JOBSI0R","7","2012",70985.86
"JOBSI0R","8","2012",22429.53
"JOBSI0R","9","2012",50535.43
"JOBSI0R","10","2012",50902.57
"JOBSI0R","11","2012",135435.4
"JOBSI0R","12","2012",88868.41
"JOBSI0R","13","2012",31261.14
"JOBSI0R","14","2012",9526.423
"JOBSI0R","1","2013",39314.58
"JOBSI0R","2","2013",299299.5
"JOBSI0R","3","2013",1781449
"JOBSI0R","4","2013",365132.9
"JOBSI0R","5","2013",15543.83
"JOBSI0R","6","2013",21460.9
"JOBSI0R","7","2013",72353.35
"JOBSI0R","8","2013",23035.99
"JOBSI0R","9","2013",52327.95
"JOBSI0R","10","2013",52708.67
"JOBSI0R","11","2013",139926.2
"JOBSI0R","12","2013",92048.06
"JOBSI0R","13","2013",32318.53
"JOBSI0R","14","2013",9756.036
"JOBSI0R","1","2014",39867.76
"JOBSI0R","2","2014",307751.7
"JOBSI0R","3","2014",1817469
"JOBSI0R","4","2014",371939.3
"JOBSI0R","5","2014",15892.35
"JOBSI0R","6","2014",21661.72
"JOBSI0R","7","2014",73179.41
"JOBSI0R","8","2014",23482.37
"JOBSI0R","9","2014",54016.07
"JOBSI0R","10","2014",54242.26
"JOBSI0R","11","2014",143717.2
"JOBSI0R","12","2014",95030.17
"JOBSI0R","13","2014",33328.69
"JOBSI0R","14","2014",10004.79
"JOBSI0R","1","2015",40421.29
"JOBSI0R","2","2015",316759.8
"JOBSI0R","3","2015",1858108
"JOBSI0R","4","2015",380055.5
"JOBSI0R","5","2015",16354.43
"JOBSI0R","6","2015",21904
"JOBSI0R","7","2015",74318.46
"JOBSI0R","8","2015",23981.68
"JOBSI0R","9","2015",55965.03
"JOBSI0R","10","2015",56066.86
"JOBSI0R","11","2015",148206.6
"JOBSI0R","12","2015",98898.27
"JOBSI0R","13","2015",34397.75
"JOBSI0R","14","2015",10282.55
"JOBSI0R","1","2016",40968.09
"JOBSI0R","2","2016",325559.4
"JOBSI0R","3","2016",1898392
"JOBSI0R","4","2016",388342.2
"JOBSI0R","5","2016",16929.84
"JOBSI0R","6","2016",22153.82
"JOBSI0R","7","2016",75497.44
"JOBSI0R","8","2016",24502.25
"JOBSI0R","9","2016",57978.26
"JOBSI0R","10","2016",58017.88
"JOBSI0R","11","2016",152756
"JOBSI0R","12","2016",102938.9
"JOBSI0R","13","2016",35473.61
"JOBSI0R","14","2016",10558.16
"JOBSI0R","1","2017",41460.62
"JOBSI0R","2","2017",334348.5
"JOBSI0R","3","2017",1937414
"JOBSI0R","4","2017",396659.3
"JOBSI0R","5","2017",17559.7
"JOBSI0R","6","2017",22349.97
"JOBSI0R","7","2017",76545.35
"JOBSI0R","8","2017",24974.78
"JOBSI0R","9","2017",59843.94
"JOBSI0R","10","2017",59813.3
"JOBSI0R","11","2017",157012.2
"JOBSI0R","12","2017",106576.4
"JOBSI0R","13","2017",36424.99
"JOBSI0R","14","2017",10812.26
"JOBSI0R","1","2018",41850.54
"JOBSI0R","2","2018",342172.6
"JOBSI0R","3","2018",1970135
"JOBSI0R","4","2018",404443.5
"JOBSI0R","5","2018",18182.98
"JOBSI0R","6","2018",22497.17
"JOBSI0R","7","2018",77431.16
"JOBSI0R","8","2018",25394.35
"JOBSI0R","9","2018",61441.33
"JOBSI0R","10","2018",61366.64
"JOBSI0R","11","2018",160467.3
"JOBSI0R","12","2018",109514.1
"JOBSI0R","13","2018",37248.34
"JOBSI0R","14","2018",11019.37
"JOBSI0R","1","2019",42228.66
"JOBSI0R","2","2019",349555.8
"JOBSI0R","3","2019",1998528
"JOBSI0R","4","2019",411676.8
"JOBSI0R","5","2019",18769.36
"JOBSI0R","6","2019",22618.64
"JOBSI0R","7","2019",78289.86
"JOBSI0R","8","2019",25793.98
"JOBSI0R","9","2019",62929.89
"JOBSI0R","10","2019",62813.26
"JOBSI0R","11","2019",163761.9
"JOBSI0R","12","2019",112043.3
"JOBSI0R","13","2019",37987.65
"JOBSI0R","14","2019",11222.64
"JOBSI0R","1","2020",42652
"JOBSI0R","2","2020",356890.1
"JOBSI0R","3","2020",2026136
"JOBSI0R","4","2020",419099.1
"JOBSI0R","5","2020",19333.5
"JOBSI0R","6","2020",22762.13
"JOBSI0R","7","2020",79225.47
"JOBSI0R","8","2020",26207.82
"JOBSI0R","9","2020",64408.14
"JOBSI0R","10","2020",64261.2
"JOBSI0R","11","2020",166974.2
"JOBSI0R","12","2020",114386.2
"JOBSI0R","13","2020",38750.57
"JOBSI0R","14","2020",11424.12
"JOBSI0R","1","2021",43116.72
"JOBSI0R","2","2021",364420.6
"JOBSI0R","3","2021",2054672
"JOBSI0R","4","2021",426946.1
"JOBSI0R","5","2021",19910.77
"JOBSI0R","6","2021",22934.04
"JOBSI0R","7","2021",80261.73
"JOBSI0R","8","2021",26622.65
"JOBSI0R","9","2021",65875.7
"JOBSI0R","10","2021",65748.3
"JOBSI0R","11","2021",170231.3
"JOBSI0R","12","2021",116692.5
"JOBSI0R","13","2021",39545.76
"JOBSI0R","14","2021",11625.41
"JOBSI0R","1","2022",43569.71
"JOBSI0R","2","2022",371975.7
"JOBSI0R","3","2022",2083607
"JOBSI0R","4","2022",435121.3
"JOBSI0R","5","2022",20498.3
"JOBSI0R","6","2022",23116.34
"JOBSI0R","7","2022",81316.68
"JOBSI0R","8","2022",27025.84
"JOBSI0R","9","2022",67313.68
"JOBSI0R","10","2022",67258.67
"JOBSI0R","11","2022",173279.9
"JOBSI0R","12","2022",118915.1
"JOBSI0R","13","2022",40322.26
"JOBSI0R","14","2022",11823.86
"JOBSI0R","1","2023",44011.64
"JOBSI0R","2","2023",379401.6
"JOBSI0R","3","2023",2112187
"JOBSI0R","4","2023",443377.4
"JOBSI0R","5","2023",21093.97
"JOBSI0R","6","2023",23281.69
"JOBSI0R","7","2023",82334.09
"JOBSI0R","8","2023",27433.57
"JOBSI0R","9","2023",68706.71
"JOBSI0R","10","2023",68736.87
"JOBSI0R","11","2023",176184.6
"JOBSI0R","12","2023",121050.8
"JOBSI0R","13","2023",41047.02
"JOBSI0R","14","2023",12017.45
"JOBSI0R","1","2024",44411.66
"JOBSI0R","2","2024",386718.6
"JOBSI0R","3","2024",2140230
"JOBSI0R","4","2024",451536.2
"JOBSI0R","5","2024",21680.62
"JOBSI0R","6","2024",23440.93
"JOBSI0R","7","2024",83293.45
"JOBSI0R","8","2024",27824.18
"JOBSI0R","9","2024",70084.62
"JOBSI0R","10","2024",70175.03
"JOBSI0R","11","2024",179075.9
"JOBSI0R","12","2024",123070.4
"JOBSI0R","13","2024",41699.67
"JOBSI0R","14","2024",12211.47
"JOBSI0R","1","2025",44837.39
"JOBSI0R","2","2025",394083.2
"JOBSI0R","3","2025",2169102
"JOBSI0R","4","2025",459763.9
"JOBSI0R","5","2025",22255.62
"JOBSI0R","6","2025",23601.25
"JOBSI0R","7","2025",84211.58
"JOBSI0R","8","2025",28206.46
"JOBSI0R","9","2025",71512.4
"JOBSI0R","10","2025",71653.97
"JOBSI0R","11","2025",182146.4
"JOBSI0R","12","2025",125434.3
"JOBSI0R","13","2025",42390.52
"JOBSI0R","14","2025",12391.71
"JOBSI0R","1","2026",45280.92
"JOBSI0R","2","2026",401449.8
"JOBSI0R","3","2026",2197609
"JOBSI0R","4","2026",467946.7
"JOBSI0R","5","2026",22824.54
"JOBSI0R","6","2026",23745.14
"JOBSI0R","7","2026",85103.07
"JOBSI0R","8","2026",28558.12
"JOBSI0R","9","2026",72875.79
"JOBSI0R","10","2026",73080.7
"JOBSI0R","11","2026",185238.1
"JOBSI0R","12","2026",127692.2
"JOBSI0R","13","2026",43028.29
"JOBSI0R","14","2026",12570.14
"JOBSI0R","1","2027",45747.92
"JOBSI0R","2","2027",408944.6
"JOBSI0R","3","2027",2226325
"JOBSI0R","4","2027",476075.7
"JOBSI0R","5","2027",23359.47
"JOBSI0R","6","2027",23890.4
"JOBSI0R","7","2027",85976.41
"JOBSI0R","8","2027",28916.92
"JOBSI0R","9","2027",74220.23
"JOBSI0R","10","2027",74452.33
"JOBSI0R","11","2027",188424.9
"JOBSI0R","12","2027",130023.6
"JOBSI0R","13","2027",43624.44
"JOBSI0R","14","2027",12737.55
"JOBSI0R","1","2028",46226.52
"JOBSI0R","2","2028",416372.3
"JOBSI0R","3","2028",2254571
"JOBSI0R","4","2028",484055.1
"JOBSI0R","5","2028",23876.28
"JOBSI0R","6","2028",24028.02
"JOBSI0R","7","2028",86831.45
"JOBSI0R","8","2028",29251.8
"JOBSI0R","9","2028",75502.37
"JOBSI0R","10","2028",75747.11
"JOBSI0R","11","2028",191541.9
"JOBSI0R","12","2028",132413.2
"JOBSI0R","13","2028",44156.76
"JOBSI0R","14","2028",12895.68
"JOBSI0R","1","2029",46679.8
"JOBSI0R","2","2029",423660.8
"JOBSI0R","3","2029",2282343
"JOBSI0R","4","2029",491869.3
"JOBSI0R","5","2029",24372.58
"JOBSI0R","6","2029",24140.97
"JOBSI0R","7","2029",87637.27
"JOBSI0R","8","2029",29577.77
"JOBSI0R","9","2029",76736.75
"JOBSI0R","10","2029",76975.62
"JOBSI0R","11","2029",194586.1
"JOBSI0R","12","2029",134862.1
"JOBSI0R","13","2029",44622.92
"JOBSI0R","14","2029",13032.67
"JOBSI0R","1","2030",47098.91
"JOBSI0R","2","2030",430665
"JOBSI0R","3","2030",2309578
"JOBSI0R","4","2030",499426.1
"JOBSI0R","5","2030",24835.25
"JOBSI0R","6","2030",24240.14
"JOBSI0R","7","2030",88419.07
"JOBSI0R","8","2030",29904.49
"JOBSI0R","9","2030",77920.16
"JOBSI0R","10","2030",78189.85
"JOBSI0R","11","2030",197493.2
"JOBSI0R","12","2030",137428.4
"JOBSI0R","13","2030",45035.48
"JOBSI0R","14","2030",13144.69
"JOBSI0R","1","2031",47517.66
"JOBSI0R","2","2031",437540.2
"JOBSI0R","3","2031",2336333
"JOBSI0R","4","2031",506720.4
"JOBSI0R","5","2031",25279.59
"JOBSI0R","6","2031",24315.08
"JOBSI0R","7","2031",89191.01
"JOBSI0R","8","2031",30213.71
"JOBSI0R","9","2031",79096.4
"JOBSI0R","10","2031",79410.44
"JOBSI0R","11","2031",200345.8
"JOBSI0R","12","2031",140077.7
"JOBSI0R","13","2031",45412.61
"JOBSI0R","14","2031",13242.88
"JOBSI0R","1","2032",47916.04
"JOBSI0R","2","2032",444290.8
"JOBSI0R","3","2032",2362726
"JOBSI0R","4","2032",513696.3
"JOBSI0R","5","2032",25698.72
"JOBSI0R","6","2032",24389.69
"JOBSI0R","7","2032",89941.53
"JOBSI0R","8","2032",30527.53
"JOBSI0R","9","2032",80239.01
"JOBSI0R","10","2032",80586.75
"JOBSI0R","11","2032",203113.6
"JOBSI0R","12","2032",142789.8
"JOBSI0R","13","2032",45721.33
"JOBSI0R","14","2032",13321.57
"JOBSI0R","1","2033",48321.01
"JOBSI0R","2","2033",451045.9
"JOBSI0R","3","2033",2389164
"JOBSI0R","4","2033",520422.6
"JOBSI0R","5","2033",26091.45
"JOBSI0R","6","2033",24440.88
"JOBSI0R","7","2033",90658.73
"JOBSI0R","8","2033",30829.47
"JOBSI0R","9","2033",81388.32
"JOBSI0R","10","2033",81728.69
"JOBSI0R","11","2033",205890.4
"JOBSI0R","12","2033",145513.5
"JOBSI0R","13","2033",45999.8
"JOBSI0R","14","2033",13383.49
"JOBSI0R","1","2034",48718.7
"JOBSI0R","2","2034",457762.7
"JOBSI0R","3","2034",2415600
"JOBSI0R","4","2034",526931.8
"JOBSI0R","5","2034",26469.51
"JOBSI0R","6","2034",24498.32
"JOBSI0R","7","2034",91359.9
"JOBSI0R","8","2034",31121.19
"JOBSI0R","9","2034",82504.91
"JOBSI0R","10","2034",82834.95
"JOBSI0R","11","2034",208676.7
"JOBSI0R","12","2034",148208.7
"JOBSI0R","13","2034",46214.27
"JOBSI0R","14","2034",13425.61
"JOBSI0R","1","2035",49088.62
"JOBSI0R","2","2035",464255.8
"JOBSI0R","3","2035",2441793
"JOBSI0R","4","2035",533107.8
"JOBSI0R","5","2035",26818.72
"JOBSI0R","6","2035",24566.11
"JOBSI0R","7","2035",92027.13
"JOBSI0R","8","2035",31390.32
"JOBSI0R","9","2035",83589.07
"JOBSI0R","10","2035",83935.19
"JOBSI0R","11","2035",211367.3
"JOBSI0R","12","2035",150948.6
"JOBSI0R","13","2035",46418.79
"JOBSI0R","14","2035",13459.53
"JOBSI0R","1","2036",49466.67
"JOBSI0R","2","2036",470690.1
"JOBSI0R","3","2036",2467185
"JOBSI0R","4","2036",539217.1
"JOBSI0R","5","2036",27157.66
"JOBSI0R","6","2036",24635.2
"JOBSI0R","7","2036",92690.79
"JOBSI0R","8","2036",31653.47
"JOBSI0R","9","2036",84647.93
"JOBSI0R","10","2036",85026.35
"JOBSI0R","11","2036",214025.6
"JOBSI0R","12","2036",153684
"JOBSI0R","13","2036",46613.6
"JOBSI0R","14","2036",13486.7
"JOBSI0R","1","2037",49861.87
"JOBSI0R","2","2037",477255.1
"JOBSI0R","3","2037",2491952
"JOBSI0R","4","2037",545027.2
"JOBSI0R","5","2037",27478.05
"JOBSI0R","6","2037",24698.91
"JOBSI0R","7","2037",93341.68
"JOBSI0R","8","2037",31939.94
"JOBSI0R","9","2037",85719.88
"JOBSI0R","10","2037",86118.71
"JOBSI0R","11","2037",216840.2
"JOBSI0R","12","2037",156408.6
"JOBSI0R","13","2037",46804.46
"JOBSI0R","14","2037",13518.18
"JOBSI0R","1","2038",50311.01
"JOBSI0R","2","2038",483952.4
"JOBSI0R","3","2038",2515895
"JOBSI0R","4","2038",550621.9
"JOBSI0R","5","2038",27793.24
"JOBSI0R","6","2038",24763.37
"JOBSI0R","7","2038",93950.34
"JOBSI0R","8","2038",32237.54
"JOBSI0R","9","2038",86819.09
"JOBSI0R","10","2038",87178.81
"JOBSI0R","11","2038",219733.7
"JOBSI0R","12","2038",159045.8
"JOBSI0R","13","2038",47037.59
"JOBSI0R","14","2038",13559.33
"JOBSI0R","1","2039",50786.75
"JOBSI0R","2","2039",490659.8
"JOBSI0R","3","2039",2539043
"JOBSI0R","4","2039",555912.4
"JOBSI0R","5","2039",28104.8
"JOBSI0R","6","2039",24832.68
"JOBSI0R","7","2039",94529.92
"JOBSI0R","8","2039",32544.16
"JOBSI0R","9","2039",87926.59
"JOBSI0R","10","2039",88239.93
"JOBSI0R","11","2039",222687.7
"JOBSI0R","12","2039",161665.5
"JOBSI0R","13","2039",47279.9
"JOBSI0R","14","2039",13595.18
"JOBSI0R","1","2040",51281.95
