"variable","regionnumber","year","value"
"JOBSI0R","12","1998",81345.9635706717
"JOBSI0R","13","1998",28053.5507299885
"JOBSI0R","14","1998",9649.14532913461
"JOBSI0R","1","1999",36139.7197337021
"JOBSI0R","2","1999",229446.049428798
"JOBSI0R","3","1999",1554941.91746054
"JOBSI0R","4","1999",312404.512892135
"JOBSI0R","5","1999",14171.2281036991
"JOBSI0R","6","1999",24020.5131348005
"JOBSI0R","7","1999",66003.5762799002
"JOBSI0R","8","1999",21030.1987972151
"JOBSI0R","9","1999",44550.468780647
"JOBSI0R","10","1999",45537.9996290502
"JOBSI0R","11","1999",112408.443651537
"JOBSI0R","12","1999",83527.7108998584
"JOBSI0R","13","1999",28783.3703450348
"JOBSI0R","14","1999",9593.41552148931
"JOBSI0R","1","2000",37197.7554433599
"JOBSI0R","2","2000",247842.768286423
"JOBSI0R","3","2000",1643902.45821828
"JOBSI0R","4","2000",328059.380567416
"JOBSI0R","5","2000",14839.6203260008
"JOBSI0R","6","2000",23455.4315962096
"JOBSI0R","7","2000",66332.0193364074
"JOBSI0R","8","2000",21886.3679684913
"JOBSI0R","9","2000",46198.0734105532
"JOBSI0R","10","2000",48275.9731602513
"JOBSI0R","11","2000",119763.075195149
"JOBSI0R","12","2000",88341.450486279
"JOBSI0R","13","2000",30180.719591122
"JOBSI0R","14","2000",10107.2421404364
"JOBSI0R","1","2001",37420.2037825085
"JOBSI0R","2","2001",246231.078696069
"JOBSI0R","3","2001",1629246.06418813
"JOBSI0R","4","2001",325244.894264884
"JOBSI0R","5","2001",14953.871298854
"JOBSI0R","6","2001",23501.8853024913
"JOBSI0R","7","2001",66059.0467207372
"JOBSI0R","8","2001",22058.2809750958
"JOBSI0R","9","2001",46317.4482174819
"JOBSI0R","10","2001",48332.068521023
"JOBSI0R","11","2001",119742.127934761
"JOBSI0R","12","2001",87819.2075312657
"JOBSI0R","13","2001",30165.0010109317
"JOBSI0R","14","2001",10188.5908415736
"JOBSI0R","1","2002",37032
"JOBSI0R","2","2002",247846.643051771
"JOBSI0R","3","2002",1601130.48608775
"JOBSI0R","4","2002",322890.68
"JOBSI0R","5","2002",15271.8148148148
"JOBSI0R","6","2002",22975
"JOBSI0R","7","2002",65837.4931506849
"JOBSI0R","8","2002",22206
"JOBSI0R","9","2002",47083.2923076923
"JOBSI0R","10","2002",48465.3333333333
"JOBSI0R","11","2002",119684.538275194
"JOBSI0R","12","2002",86111.6321510297
"JOBSI0R","13","2002",30032
"JOBSI0R","14","2002",10503
"JOBSI0R","1","2003",37654.289926521
"JOBSI0R","2","2003",250254.290095365
"JOBSI0R","3","2003",1584275.62593946
"JOBSI0R","4","2003",323219.461509191
"JOBSI0R","5","2003",15511.9878082359
"JOBSI0R","6","2003",22903.725177188
"JOBSI0R","7","2003",65971.8689389485
"JOBSI0R","8","2003",22957.708996796
"JOBSI0R","9","2003",47843.0056784285
"JOBSI0R","10","2003",49379.756397675
"JOBSI0R","11","2003",121617.604198298
"JOBSI0R","12","2003",85228.36780705
"JOBSI0R","13","2003",30009.626409319
"JOBSI0R","14","2003",10381.2572646312
"JOBSI0R","1","2004",36862.4513415096
"JOBSI0R","2","2004",256385.934654204
"JOBSI0R","3","2004",1604704.34611977
"JOBSI0R","4","2004",328568.603014046
"JOBSI0R","5","2004",15331.3729621664
"JOBSI0R","6","2004",22539.6043571817
"JOBSI0R","7","2004",65669.1953817146
"JOBSI0R","8","2004",22741.0119767269
"JOBSI0R","9","2004",49219.0707187078
"JOBSI0R","10","2004",50935.3441125696
"JOBSI0R","11","2004",125134.055893964
"JOBSI0R","12","2004",86762.8360025319
"JOBSI0R","13","2004",30387.4729419319
"JOBSI0R","14","2004",10413.5108692321
"JOBSI0R","1","2005",37328.4599295368
"JOBSI0R","2","2005",263276.168035019
"JOBSI0R","3","2005",1639609.20094926
"JOBSI0R","4","2005",338647.238705973
"JOBSI0R","5","2005",15720.811750811
"JOBSI0R","6","2005",22312.9890676042
"JOBSI0R","7","2005",66488.0927847333
"JOBSI0R","8","2005",22785.9640835538
"JOBSI0R","9","2005",50966.6364128588
"JOBSI0R","10","2005",52963.9854779856
"JOBSI0R","11","2005",130834.864232105
"JOBSI0R","12","2005",89863.4160370488
"JOBSI0R","13","2005",30811.0306166835
"JOBSI0R","14","2005",10554.3732649945
"JOBSI0R","1","2006",37222.5845611013
"JOBSI0R","2","2006",271015.709990773
"JOBSI0R","3","2006",1669134.09973799
"JOBSI0R","4","2006",343401.757709786
"JOBSI0R","5","2006",15730.214873114
"JOBSI0R","6","2006",21709.9526828278
"JOBSI0R","7","2006",67933.5763918664
"JOBSI0R","8","2006",22841.3535778093
"JOBSI0R","9","2006",52903.8261437596
"JOBSI0R","10","2006",54985.0806713802
"JOBSI0R","11","2006",137533.618698765
"JOBSI0R","12","2006",93474.2427782472
"JOBSI0R","13","2006",31311.7832006026
"JOBSI0R","14","2006",10910.865504859
"JOBSI0R","1","2007",37175.0407044763
"JOBSI0R","2","2007",277383.098707765
"JOBSI0R","3","2007",1707973.17243727
"JOBSI0R","4","2007",345863.060744371
"JOBSI0R","5","2007",15507.4369214062
"JOBSI0R","6","2007",21522.5818074114
"JOBSI0R","7","2007",69918.3625740229
"JOBSI0R","8","2007",22763.3230900062
"JOBSI0R","9","2007",54262.4237304811
"JOBSI0R","10","2007",56776.4807943596
"JOBSI0R","11","2007",146108.303699801
"JOBSI0R","12","2007",96419.5109741267
"JOBSI0R","13","2007",31751.8790310485
"JOBSI0R","14","2007",11092.0622923607
"JOBSI0R","1","2008",37377.6678745543
"JOBSI0R","2","2008",280412.591890009
"JOBSI0R","3","2008",1728805.81828227
"JOBSI0R","4","2008",348088.126039988
"JOBSI0R","5","2008",15602.4745740094
"JOBSI0R","6","2008",21569.7135530012
"JOBSI0R","7","2008",70452.1931392038
"JOBSI0R","8","2008",22913.6344219492
"JOBSI0R","9","2008",54200.1910114347
"JOBSI0R","10","2008",56598.894109159
"JOBSI0R","11","2008",150756.582937183
"JOBSI0R","12","2008",97375.2016818792
"JOBSI0R","13","2008",32024.6031439854
"JOBSI0R","14","2008",11327.7590142766
"JOBSI0R","1","2009",37062.3357491085
"JOBSI0R","2","2009",271126.183780018
"JOBSI0R","3","2009",1660921.63656454
"JOBSI0R","4","2009",339038.252079975
"JOBSI0R","5","2009",15107.9491480189
"JOBSI0R","6","2009",21212.4271060024
"JOBSI0R","7","2009",68533.3862784075
"JOBSI0R","8","2009",22633.2688438984
"JOBSI0R","9","2009",51627.3820228695
"JOBSI0R","10","2009",53411.7882183181
"JOBSI0R","11","2009",140379.165874366
"JOBSI0R","12","2009",90091.4033637585
"JOBSI0R","13","2009",30694.2062879709
"JOBSI0R","14","2009",10459.5180285531
"JOBSI0R","1","2010",36491.0036236628
"JOBSI0R","2","2010",270702.775670028
"JOBSI0R","3","2010",1651716.4548468
"JOBSI0R","4","2010",339916.378119963
"JOBSI0R","5","2010",14945.4237220283
"JOBSI0R","6","2010",20858.1406590036
"JOBSI0R","7","2010",68473.5794176113
"JOBSI0R","8","2010",22474.9032658475
"JOBSI0R","9","2010",50211.5730343042
"JOBSI0R","10","2010",51386.6823274771
"JOBSI0R","11","2010",133102.748811548
"JOBSI0R","12","2010",86798.6050456377
"JOBSI0R","13","2010",30113.8094319563
"JOBSI0R","14","2010",9880.27704282968
"JOBSI0R","1","2011",37583.671498217
"JOBSI0R","2","2011",277686.367560037
"JOBSI0R","3","2011",1683702.27312907
"JOBSI0R","4","2011",344645.50415995
"JOBSI0R","5","2011",15110.8982960378
"JOBSI0R","6","2011",21123.8542120048
"JOBSI0R","7","2011",69477.7725568151
"JOBSI0R","8","2011",22496.5376877967
"JOBSI0R","9","2011",50329.7640457389
"JOBSI0R","10","2011",51096.5764366361
"JOBSI0R","11","2011",134108.331748731
"JOBSI0R","12","2011",87492.8067275169
"JOBSI0R","13","2011",30425.4125759417
"JOBSI0R","14","2011",9898.03605710625
"JOBSI0R","1","2012",37365.3393727713
"JOBSI0R","2","2012",286159.959450046
"JOBSI0R","3","2012",1730946.09141134
"JOBSI0R","4","2012",346117.630199938
"JOBSI0R","5","2012",15039.3728700472
"JOBSI0R","6","2012",20205.567765006
"JOBSI0R","7","2012",69237.9656960188
"JOBSI0R","8","2012",22392.1721097459
"JOBSI0R","9","2012",50607.9550571737
"JOBSI0R","10","2012",50890.4705457952
"JOBSI0R","11","2012",135382.914685914
"JOBSI0R","12","2012",88511.0084093962
"JOBSI0R","13","2012",30357.0157199272
"JOBSI0R","14","2012",9725.79507138281
"JOBSI0R","1","2013",37539.72496851
"JOBSI0R","2","2013",296414.405359905
"JOBSI0R","3","2013",1786016.98053251
"JOBSI0R","4","2013",352117.322342076
"JOBSI0R","5","2013",15499.3208974708
"JOBSI0R","6","2013",20150.4263921845
"JOBSI0R","7","2013",69158.3813970385
"JOBSI0R","8","2013",22284.5001103923
"JOBSI0R","9","2013",51925.3864993315
"JOBSI0R","10","2013",51224.6570926018
"JOBSI0R","11","2013",136786.845673028
"JOBSI0R","12","2013",90422.9518631584
"JOBSI0R","13","2013",30332.7970375875
"JOBSI0R","14","2013",9549.2641035155
"JOBSI0R","1","2014",38437.5583018433
"JOBSI0R","2","2014",310855.488693238
"JOBSI0R","3","2014",1852109.81386585
"JOBSI0R","4","2014",362233.655675409
"JOBSI0R","5","2014",15746.0708974708
"JOBSI0R","6","2014",19767.7597255178
"JOBSI0R","7","2014",70116.1313970385
"JOBSI0R","8","2014",22226.916777059
"JOBSI0R","9","2014",52931.8031659981
"JOBSI0R","10","2014",51616.4904259352
"JOBSI0R","11","2014",138583.429006361
"JOBSI0R","12","2014",93769.2851964917
"JOBSI0R","13","2014",30636.6303709209
"JOBSI0R","14","2014",9363.43077018216
"JOBSI0R","1","2015",38333.23
"JOBSI0R","2","2015",321707.7
"JOBSI0R","3","2015",1922790
"JOBSI0R","4","2015",369011.6
"JOBSI0R","5","2015",15834.02
"JOBSI0R","6","2015",19855.69
"JOBSI0R","7","2015",71507.7
"JOBSI0R","8","2015",22603.76
"JOBSI0R","9","2015",53809.85
"JOBSI0R","10","2015",52969
"JOBSI0R","11","2015",139528.3
"JOBSI0R","12","2015",96094
"JOBSI0R","13","2015",31710.38
"JOBSI0R","14","2015",9229.513
"JOBSI0R","1","2016",38310.61
"JOBSI0R","2","2016",328009.2
"JOBSI0R","3","2016",1971174
"JOBSI0R","4","2016",380142.5
"JOBSI0R","5","2016",16171.92
"JOBSI0R","6","2016",19972.45
"JOBSI0R","7","2016",71828.62
"JOBSI0R","8","2016",22967.08
"JOBSI0R","9","2016",54671.16
"JOBSI0R","10","2016",53799.2
"JOBSI0R","11","2016",139999.6
"JOBSI0R","12","2016",99589.75
"JOBSI0R","13","2016",32811.6
"JOBSI0R","14","2016",9352.852
"JOBSI0R","1","2017",38362.11
"JOBSI0R","2","2017",333958.5
"JOBSI0R","3","2017",2008274
"JOBSI0R","4","2017",387312.9
"JOBSI0R","5","2017",16732.02
"JOBSI0R","6","2017",20107.22
"JOBSI0R","7","2017",72693.52
"JOBSI0R","8","2017",23306.35
"JOBSI0R","9","2017",55538.07
"JOBSI0R","10","2017",55065.35
"JOBSI0R","11","2017",141896.6
"JOBSI0R","12","2017",102145.6
"JOBSI0R","13","2017",33757.22
"JOBSI0R","14","2017",9568.774
"JOBSI0R","1","2018",38475.42
"JOBSI0R","2","2018",339909.1
"JOBSI0R","3","2018",2042452
"JOBSI0R","4","2018",394289
"JOBSI0R","5","2018",17491.58
"JOBSI0R","6","2018",20213.4
"JOBSI0R","7","2018",73586.23
"JOBSI0R","8","2018",23591.77
"JOBSI0R","9","2018",56499.31
"JOBSI0R","10","2018",56373.11
"JOBSI0R","11","2018",144857.3
"JOBSI0R","12","2018",104577.2
"JOBSI0R","13","2018",34546.11
"JOBSI0R","14","2018",9865.793
"JOBSI0R","1","2019",38717.19
"JOBSI0R","2","2019",346867.7
"JOBSI0R","3","2019",2080827
"JOBSI0R","4","2019",400760.1
"JOBSI0R","5","2019",18325.22
"JOBSI0R","6","2019",20304.48
"JOBSI0R","7","2019",74543.6
"JOBSI0R","8","2019",23852.28
"JOBSI0R","9","2019",57651.53
"JOBSI0R","10","2019",57882.68
"JOBSI0R","11","2019",148350.9
"JOBSI0R","12","2019",107211.9
"JOBSI0R","13","2019",35290.84
"JOBSI0R","14","2019",10205.99
"JOBSI0R","1","2020",38451.71
"JOBSI0R","2","2020",348414.1
"JOBSI0R","3","2020",2088640
"JOBSI0R","4","2020",403414.8
"JOBSI0R","5","2020",19036.26
"JOBSI0R","6","2020",20155.98
"JOBSI0R","7","2020",74605.9
"JOBSI0R","8","2020",23743.34
"JOBSI0R","9","2020",57793.9
"JOBSI0R","10","2020",58361.23
"JOBSI0R","11","2020",149114.7
"JOBSI0R","12","2020",106754.3
"JOBSI0R","13","2020",35492.12
"JOBSI0R","14","2020",10355.04
"JOBSI0R","1","2021",38750.59
"JOBSI0R","2","2021",353551.4
"JOBSI0R","3","2021",2114536
"JOBSI0R","4","2021",408558.4
"JOBSI0R","5","2021",19892.61
"JOBSI0R","6","2021",20264.37
"JOBSI0R","7","2021",75348.41
"JOBSI0R","8","2021",23925.75
"JOBSI0R","9","2021",58800.72
"JOBSI0R","10","2021",59529.51
"JOBSI0R","11","2021",151681.7
"JOBSI0R","12","2021",107968.3
"JOBSI0R","13","2021",35981.45
"JOBSI0R","14","2021",10573.46
"JOBSI0R","1","2022",39136.45
"JOBSI0R","2","2022",360388.4
"JOBSI0R","3","2022",2147889
"JOBSI0R","4","2022",415086.3
"JOBSI0R","5","2022",20742.13
"JOBSI0R","6","2022",20437.65
"JOBSI0R","7","2022",76417.25
"JOBSI0R","8","2022",24139.66
"JOBSI0R","9","2022",59957.85
"JOBSI0R","10","2022",60866.83
"JOBSI0R","11","2022",154527.5
"JOBSI0R","12","2022",109529
"JOBSI0R","13","2022",36533.85
"JOBSI0R","14","2022",10790.57
"JOBSI0R","1","2023",39596.03
"JOBSI0R","2","2023",367710.1
"JOBSI0R","3","2023",2186092
"JOBSI0R","4","2023",421976.6
"JOBSI0R","5","2023",21535
"JOBSI0R","6","2023",20586.21
"JOBSI0R","7","2023",77500.57
"JOBSI0R","8","2023",24383.1
"JOBSI0R","9","2023",61278.95
"JOBSI0R","10","2023",62337.05
"JOBSI0R","11","2023",157658.9
"JOBSI0R","12","2023",111688.4
"JOBSI0R","13","2023",37041.72
"JOBSI0R","14","2023",10976.99
"JOBSI0R","1","2024",39959.75
"JOBSI0R","2","2024",374699.7
"JOBSI0R","3","2024",2222201
"JOBSI0R","4","2024",428811.3
"JOBSI0R","5","2024",22290.01
"JOBSI0R","6","2024",20714.16
"JOBSI0R","7","2024",78520.17
"JOBSI0R","8","2024",24597.75
"JOBSI0R","9","2024",62521.9
"JOBSI0R","10","2024",63765.28
"JOBSI0R","11","2024",160621.7
"JOBSI0R","12","2024",113774.7
"JOBSI0R","13","2024",37465.43
"JOBSI0R","14","2024",11139.91
"JOBSI0R","1","2025",40296.37
"JOBSI0R","2","2025",381033.2
"JOBSI0R","3","2025",2255628
"JOBSI0R","4","2025",435380.2
"JOBSI0R","5","2025",23021.96
"JOBSI0R","6","2025",20830.49
"JOBSI0R","7","2025",79417.99
"JOBSI0R","8","2025",24775.11
"JOBSI0R","9","2025",63711.05
"JOBSI0R","10","2025",65116.17
"JOBSI0R","11","2025",163445.3
"JOBSI0R","12","2025",115857
"JOBSI0R","13","2025",37876.3
"JOBSI0R","14","2025",11263.14
"JOBSI0R","1","2026",40622.59
"JOBSI0R","2","2026",387194.3
"JOBSI0R","3","2026",2288050
"JOBSI0R","4","2026",441722.7
"JOBSI0R","5","2026",23715.99
"JOBSI0R","6","2026",20926.55
"JOBSI0R","7","2026",80283.9
"JOBSI0R","8","2026",24927.89
"JOBSI0R","9","2026",64837.05
"JOBSI0R","10","2026",66464.49
"JOBSI0R","11","2026",166272.8
"JOBSI0R","12","2026",117899.1
"JOBSI0R","13","2026",38283.28
"JOBSI0R","14","2026",11358.31
"JOBSI0R","1","2027",40946.92
"JOBSI0R","2","2027",393352
"JOBSI0R","3","2027",2320023
"JOBSI0R","4","2027",447778.3
"JOBSI0R","5","2027",24328.9
"JOBSI0R","6","2027",21018.78
"JOBSI0R","7","2027",81087.84
"JOBSI0R","8","2027",25075.63
"JOBSI0R","9","2027",65904.13
"JOBSI0R","10","2027",67708.84
"JOBSI0R","11","2027",169021.2
"JOBSI0R","12","2027",119879.9
"JOBSI0R","13","2027",38653.93
"JOBSI0R","14","2027",11473.65
"JOBSI0R","1","2028",41268.02
"JOBSI0R","2","2028",399331.6
"JOBSI0R","3","2028",2351025
"JOBSI0R","4","2028",453473.9
"JOBSI0R","5","2028",24931.13
"JOBSI0R","6","2028",21098.46
"JOBSI0R","7","2028",81847.14
"JOBSI0R","8","2028",25193.1
"JOBSI0R","9","2028",66877.09
"JOBSI0R","10","2028",68876.04
"JOBSI0R","11","2028",171584.9
"JOBSI0R","12","2028",121828.4
"JOBSI0R","13","2028",38987.97
"JOBSI0R","14","2028",11577.36
"JOBSI0R","1","2029",41577.17
"JOBSI0R","2","2029",405325
"JOBSI0R","3","2029",2381757
"JOBSI0R","4","2029",459013.5
"JOBSI0R","5","2029",25462.21
"JOBSI0R","6","2029",21159.94
"JOBSI0R","7","2029",82557.43
"JOBSI0R","8","2029",25315.68
"JOBSI0R","9","2029",67803.77
"JOBSI0R","10","2029",69999.83
"JOBSI0R","11","2029",174093.1
"JOBSI0R","12","2029",123803.3
"JOBSI0R","13","2029",39267.02
"JOBSI0R","14","2029",11664.79
"JOBSI0R","1","2030",41879.56
"JOBSI0R","2","2030",411189.7
"JOBSI0R","3","2030",2411951
"JOBSI0R","4","2030",464359.6
"JOBSI0R","5","2030",25964.38
"JOBSI0R","6","2030",21218.1
"JOBSI0R","7","2030",83239.65
"JOBSI0R","8","2030",25444.77
"JOBSI0R","9","2030",68705.87
"JOBSI0R","10","2030",71106.76
"JOBSI0R","11","2030",176497.3
"JOBSI0R","12","2030",125778
"JOBSI0R","13","2030",39521.22
"JOBSI0R","14","2030",11729.87
"JOBSI0R","1","2031",42195.63
"JOBSI0R","2","2031",417210.6
"JOBSI0R","3","2031",2441178
"JOBSI0R","4","2031",469628.5
"JOBSI0R","5","2031",26465.76
"JOBSI0R","6","2031",21260.1
"JOBSI0R","7","2031",83912.47
"JOBSI0R","8","2031",25602.74
"JOBSI0R","9","2031",69610.86
"JOBSI0R","10","2031",72256.59
"JOBSI0R","11","2031",178874.1
"JOBSI0R","12","2031",127789.7
"JOBSI0R","13","2031",39747.02
"JOBSI0R","14","2031",11790.17
"JOBSI0R","1","2032",42521.85
"JOBSI0R","2","2032",423347.7
"JOBSI0R","3","2032",2469383
"JOBSI0R","4","2032",474745.5
"JOBSI0R","5","2032",26926.17
"JOBSI0R","6","2032",21303.35
"JOBSI0R","7","2032",84542.77
"JOBSI0R","8","2032",25767.86
"JOBSI0R","9","2032",70542.45
"JOBSI0R","10","2032",73345.6
"JOBSI0R","11","2032",181166.9
"JOBSI0R","12","2032",129770.3
"JOBSI0R","13","2032",39958.35
"JOBSI0R","14","2032",11840.31
"JOBSI0R","1","2033",42885.65
"JOBSI0R","2","2033",429767.3
"JOBSI0R","3","2033",2498148
"JOBSI0R","4","2033",479830.5
"JOBSI0R","5","2033",27360.53
"JOBSI0R","6","2033",21331.36
"JOBSI0R","7","2033",85126.88
"JOBSI0R","8","2033",25928.61
"JOBSI0R","9","2033",71492.68
"JOBSI0R","10","2033",74391.66
"JOBSI0R","11","2033",183485
"JOBSI0R","12","2033",131723.5
"JOBSI0R","13","2033",40160.22
"JOBSI0R","14","2033",11889.9
"JOBSI0R","1","2034",43238.99
"JOBSI0R","2","2034",436255.6
"JOBSI0R","3","2034",2525283
"JOBSI0R","4","2034",484574.6
"JOBSI0R","5","2034",27771.23
"JOBSI0R","6","2034",21355.51
"JOBSI0R","7","2034",85651.04
"JOBSI0R","8","2034",26063.13
"JOBSI0R","9","2034",72416.26
"JOBSI0R","10","2034",75346.21
"JOBSI0R","11","2034",185706
"JOBSI0R","12","2034",133516.5
"JOBSI0R","13","2034",40312.25
"JOBSI0R","14","2034",11923.51
"JOBSI0R","1","2035",43591.79
"JOBSI0R","2","2035",442996.9
"JOBSI0R","3","2035",2552601
"JOBSI0R","4","2035",489001.9
"JOBSI0R","5","2035",28161.12
"JOBSI0R","6","2035",21389.25
"JOBSI0R","7","2035",86134.56
"JOBSI0R","8","2035",26186.46
"JOBSI0R","9","2035",73334.25
"JOBSI0R","10","2035",76281.9
"JOBSI0R","11","2035",187925.8
"JOBSI0R","12","2035",135305.6
"JOBSI0R","13","2035",40462.84
"JOBSI0R","14","2035",11953.46
"JOBSI0R","1","2036",43971.09
"JOBSI0R","2","2036",449990.5
"JOBSI0R","3","2036",2579162
"JOBSI0R","4","2036",493199.6
"JOBSI0R","5","2036",28510.24
"JOBSI0R","6","2036",21424.08
"JOBSI0R","7","2036",86630.29
"JOBSI0R","8","2036",26264.07
"JOBSI0R","9","2036",74253.15
"JOBSI0R","10","2036",77209.44
"JOBSI0R","11","2036",190201.9
"JOBSI0R","12","2036",137129.9
"JOBSI0R","13","2036",40650.28
"JOBSI0R","14","2036",11969.29
"JOBSI0R","1","2037",44363.78
"JOBSI0R","2","2037",457287.1
"JOBSI0R","3","2037",2605181
"JOBSI0R","4","2037",497383.7
"JOBSI0R","5","2037",28851.89
"JOBSI0R","6","2037",21461.14
"JOBSI0R","7","2037",87143.43
"JOBSI0R","8","2037",26361.66
"JOBSI0R","9","2037",75201.31
"JOBSI0R","10","2037",78175.62
"JOBSI0R","11","2037",192600.2
"JOBSI0R","12","2037",139087.2
"JOBSI0R","13","2037",40856.22
"JOBSI0R","14","2037",11985.44
"JOBSI0R","1","2038",44785.33
"JOBSI0R","2","2038",464810.1
"JOBSI0R","3","2038",2630712
"JOBSI0R","4","2038",501603.7
"JOBSI0R","5","2038",29186.37
"JOBSI0R","6","2038",21502.07
"JOBSI0R","7","2038",87655.79
"JOBSI0R","8","2038",26464.19
"JOBSI0R","9","2038",76185.17
"JOBSI0R","10","2038",79152.74
"JOBSI0R","11","2038",195029.9
"JOBSI0R","12","2038",141134.7
"JOBSI0R","13","2038",41086.96
"JOBSI0R","14","2038",12006.61
"JOBSI0R","1","2039",45229.75
"JOBSI0R","2","2039",472611.6
